"Product","Mean","Median","Date"
"Men's hair'",15.00264,11.5,"2013-01-01"
"Oil",9.246229,8.99,"2013-01-01"
"Oil",9.395652,8.99,"2013-02-01"
"Kerosene",697.6549,692.48,"2013-02-01"
"Teen book",6.212026,6.99,"2013-02-01"
"Men's hair'",14.92901,11,"2013-02-01"
".",5.34125,5,"2013-02-01"
"Razor blades",8.330263,8,"2013-02-01"
"Women's hair'",32.57851,30,"2013-02-01"
"Hardback book",13.46401,15,"2013-02-01"
"Softback book",7.335705,7.99,"2013-02-01"
"Hardback book",14.41792,15,"2013-03-01"
"Oil",9.508869,8.99,"2013-03-01"
"Softback book",7.026057,7.99,"2013-03-01"
"Razor blades",8.267031,7.78,"2013-03-01"
"Teen book",6.239008,6.99,"2013-03-01"
"Men's hair'",14.77123,11,"2013-03-01"
".",5.356211,5,"2013-03-01"
"Kerosene",690.6079,689.065,"2013-03-01"
"Women's hair'",32.47579,30,"2013-03-01"
"Razor blades",8.30569,7.885,"2013-04-01"
"Softback book",7.099251,7.99,"2013-04-01"
"Oil",9.481217,8.99,"2013-04-01"
"Men's hair'",15.02008,11.5,"2013-04-01"
"Women's hair'",32.53647,30,"2013-04-01"
"Kerosene",660.3536,660.98,"2013-04-01"
"Hardback book",13.15263,12.99,"2013-04-01"
".",5.385313,5,"2013-04-01"
"Teen book",6.201372,6.99,"2013-04-01"
"Teen book",6.110084,5.99,"2013-05-01"
"Kerosene",614.6885,606.27,"2013-05-01"
"Softback book",7.177567,7.99,"2013-05-01"
".",5.423765,5,"2013-05-01"
"Oil",9.659339,8.99,"2013-05-01"
"Razor blades",8.244758,7.64,"2013-05-01"
"Men's hair'",15.01985,11.5,"2013-05-01"
"Women's hair'",32.58488,30.25,"2013-05-01"
"Hardback book",13.27329,13.99,"2013-05-01"
"Softback book",7.279824,7.99,"2013-06-01"
"Hardback book",12.50364,12.99,"2013-06-01"
"Women's hair'",32.67112,31,"2013-06-01"
"Men's hair'",15.086,12,"2013-06-01"
"Razor blades",8.570977,8.19,"2013-06-01"
"Kerosene",612.072,609,"2013-06-01"
"Teen book",6.082887,6.99,"2013-06-01"
".",5.464506,5,"2013-06-01"
"Oil",9.667356,8.99,"2013-06-01"
"Kerosene",626.656,618.98,"2013-07-01"
"Razor blades",8.565789,7.99,"2013-07-01"
"Softback book",7.085145,7.99,"2013-07-01"
"Hardback book",13.14916,12.99,"2013-07-01"
".",5.493125,5,"2013-07-01"
"Women's hair'",32.9342,31,"2013-07-01"
"Oil",9.52319,9,"2013-07-01"
"Men's hair'",15.30658,12,"2013-07-01"
"Teen book",6.18744,6.99,"2013-07-01"
"Softback book",7.344152,7.99,"2013-08-01"
"Razor blades",8.505,7.84,"2013-08-01"
"Kerosene",628.035,619.45,"2013-08-01"
".",5.50031,5.1,"2013-08-01"
"Hardback book",10.93936,9,"2013-08-01"
"Women's hair'",32.82129,31,"2013-08-01"
"Men's hair'",15.27506,12,"2013-08-01"
"Teen book",6.006484,6.99,"2013-08-01"
"Oil",9.37958,8.99,"2013-08-01"
"Kerosene",637.7582,633.47,"2013-09-01"
"Teen book",6.024323,6.99,"2013-09-01"
"Oil",9.184602,8.99,"2013-09-01"
"Men's hair'",15.28297,12,"2013-09-01"
".",5.492857,5.1,"2013-09-01"
"Softback book",7.177178,7.99,"2013-09-01"
"Hardback book",11.41455,11.99,"2013-09-01"
"Women's hair'",32.86634,31,"2013-09-01"
"Razor blades",8.515429,7.99,"2013-09-01"
"Razor blades",8.528681,7.99,"2013-10-01"
".",5.534062,5,"2013-10-01"
"Oil",9.309491,8.99,"2013-10-01"
"Hardback book",12.53672,12.99,"2013-10-01"
"Men's hair'",15.21419,12,"2013-10-01"
"Teen book",6.284242,6.99,"2013-10-01"
"Kerosene",620.0321,609.525,"2013-10-01"
"Softback book",7.309114,7.99,"2013-10-01"
"Women's hair'",32.69903,31,"2013-10-01"
"Oil",9.204706,8.99,"2013-11-01"
"Razor blades",8.604929,8.09,"2013-11-01"
"Women's hair'",32.71401,31,"2013-11-01"
"Teen book",6.139752,6.99,"2013-11-01"
"Hardback book",13.31397,14,"2013-11-01"
"Men's hair'",15.1849,12,"2013-11-01"
"Softback book",7.159933,7.99,"2013-11-01"
"Kerosene",610.8392,606.22,"2013-11-01"
".",5.51118,5,"2013-11-01"
"Teen book",6.189252,6.99,"2013-12-01"
"Hardback book",12.87973,12.99,"2013-12-01"
"Softback book",7.098783,7.99,"2013-12-01"
"Kerosene",631.4546,621.6,"2013-12-01"
"Razor blades",8.537537,7.99,"2013-12-01"
".",5.514596,5.1,"2013-12-01"
"Women's hair'",32.95054,31,"2013-12-01"
"Oil",9.440902,9,"2013-12-01"
"Men's hair'",15.31536,12,"2013-12-01"
"Kerosene",615.1489,598.5,"2014-01-01"
"Men's hair'",15.203,12,"2014-01-01"
".",5.556562,5.125,"2014-01-01"
"Oil",9.33625,8.995,"2014-01-01"
"Razor blades",8.587463,7.99,"2014-01-01"
"Women's hair'",32.97305,31,"2014-01-01"
"Teen book",6.165635,6.99,"2014-01-01"
"Softback book",7.803648,7.99,"2014-01-01"
"Hardback book",12.62422,11.99,"2014-01-01"
"Teen book",6.283853,6.99,"2014-02-01"
"Men's hair'",15.60175,12,"2014-02-01"
"Oil",9.482069,9,"2014-02-01"
"Kerosene",612.5147,597.45,"2014-02-01"
"Softback book",7.774354,7.99,"2014-02-01"
"Women's hair'",32.47783,30,"2014-02-01"
"Hardback book",12.92333,12.5,"2014-02-01"
".",5.563208,5.15,"2014-02-01"
"Razor blades",8.665072,8.29,"2014-02-01"
"Oil",9.856964,9.969999,"2014-03-01"
"Razor blades",8.699856,8.19,"2014-03-01"
"Teen book",6.338469,6.99,"2014-03-01"
"Softback book",7.38619,7.99,"2014-03-01"
"Women's hair'",32.78196,31,"2014-03-01"
"Men's hair'",15.81802,12,"2014-03-01"
"Kerosene",603.5133,598.5,"2014-03-01"
"Hardback book",14.11477,12.99,"2014-03-01"
".",5.592721,5.175,"2014-03-01"
"Hardback book",14.29845,12.99,"2014-04-01"
"Softback book",7.39421,7.99,"2014-04-01"
".",5.600968,5.2,"2014-04-01"
"Men's hair'",15.915,12,"2014-04-01"
"Teen book",6.320173,6.99,"2014-04-01"
"Oil",9.940086,9.95,"2014-04-01"
"Women's hair'",32.88542,31,"2014-04-01"
"Kerosene",590.6528,580.65,"2014-04-01"
"Razor blades",8.738271,8.19,"2014-04-01"
"Softback book",7.327,7.99,"2014-05-01"
"Hardback book",14.05411,13.99,"2014-05-01"
"Women's hair'",32.74449,31,"2014-05-01"
"Kerosene",577.8281,572.15,"2014-05-01"
"Razor blades",8.689697,8.19,"2014-05-01"
"Men's hair'",15.90151,12,"2014-05-01"
"Teen book",6.319345,6.99,"2014-05-01"
"Oil",9.3625,8.99,"2014-05-01"
".",5.610898,5.2,"2014-05-01"
"Men's hair'",16.13224,12,"2014-06-01"
"Softback book",7.731428,7.99,"2014-06-01"
"Razor blades",8.757175,8.19,"2014-06-01"
"Women's hair'",33.08336,31,"2014-06-01"
"Kerosene",575.129,562.28,"2014-06-01"
".",5.626266,5.2,"2014-06-01"
"Hardback book",14.21357,13.99,"2014-06-01"
"Oil",9.582,9,"2014-06-01"
"Teen book",6.488909,6.99,"2014-06-01"
"Oil",9.524911,9,"2014-07-01"
"Kerosene",570.4657,561.75,"2014-07-01"
"Women's hair'",33.00914,31,"2014-07-01"
"Softback book",7.563288,7.99,"2014-07-01"
"Hardback book",14.47519,15,"2014-07-01"
"Razor blades",8.895597,8.19,"2014-07-01"
"Men's hair'",16.08116,12,"2014-07-01"
".",5.658544,5.2,"2014-07-01"
"Teen book",6.314361,6.99,"2014-07-01"
"Men's hair'",16.01912,12,"2014-08-01"
"Teen book",6.328017,6.99,"2014-08-01"
"Kerosene",568.2864,566.48,"2014-08-01"
"Women's hair'",33.16669,32,"2014-08-01"
"Hardback book",15.78102,16.99,"2014-08-01"
"Razor blades",8.818162,8.19,"2014-08-01"
"Oil",9.710092,9.8,"2014-08-01"
".",5.672468,5.2,"2014-08-01"
"Softback book",7.309875,7.99,"2014-08-01"
"Hardback book",15.44733,17,"2014-09-01"
"Softback book",7.73865,7.99,"2014-09-01"
"Men's hair'",15.91619,12,"2014-09-01"
"Teen book",6.308235,6.99,"2014-09-01"
"Kerosene",560.8835,552.3,"2014-09-01"
".",5.686392,5.25,"2014-09-01"
"Oil",9.463025,9,"2014-09-01"
"Women's hair'",33.27084,32,"2014-09-01"
"Razor blades",8.887154,8.19,"2014-09-01"
"Kerosene",533.7372,528.89,"2014-10-01"
"Women's hair'",33.31517,32,"2014-10-01"
"Softback book",7.677105,7.99,"2014-10-01"
".",5.705346,5.3,"2014-10-01"
"Hardback book",14.64361,15,"2014-10-01"
"Men's hair'",15.96162,12,"2014-10-01"
"Teen book",6.279828,6.99,"2014-10-01"
"Oil",9.820086,9.895,"2014-10-01"
"Razor blades",8.862,8.19,"2014-10-01"
".",5.697826,5.3,"2014-11-01"
"Razor blades",9.017681,8.39,"2014-11-01"
"Women's hair'",33.23317,31.95,"2014-11-01"
"Oil",9.808656,9.8,"2014-11-01"
"Hardback book",13.47242,13.99,"2014-11-01"
"Kerosene",532.8972,525,"2014-11-01"
"Teen book",6.436908,6.99,"2014-11-01"
"Men's hair'",15.97902,12,"2014-11-01"
"Softback book",7.430662,7.99,"2014-11-01"
"Softback book",7.817315,7.99,"2014-12-01"
"Razor blades",8.903556,8.19,"2014-12-01"
"Men's hair'",16.14103,12.5,"2014-12-01"
"Hardback book",13.08711,13.99,"2014-12-01"
"Oil",9.632105,9.705,"2014-12-01"
"Teen book",6.602696,6.99,"2014-12-01"
".",5.697205,5.3,"2014-12-01"
"Women's hair'",33.481,32,"2014-12-01"
"Kerosene",492.0907,489.3,"2014-12-01"
"Softback book",7.837172,7.99,"2015-01-01"
"Oil",9.763614,9.76,"2015-01-01"
"Kerosene",433.1629,417.38,"2015-01-01"
"Men's hair'",16.26097,12.5,"2015-01-01"
"Women's hair'",33.47416,31.475,"2015-01-01"
"Hardback book",11.61372,10,"2015-01-01"
".",5.714063,5.3,"2015-01-01"
"Razor blades",9.006103,8.19,"2015-01-01"
"Teen book",6.24576,6.99,"2015-01-01"
"Razor blades",9.25238,8.34,"2015-02-01"
".",5.712812,5.3,"2015-02-01"
"Teen book",6.496127,6.99,"2015-02-01"
"Oil",9.854778,9.99,"2015-02-01"
"Women's hair'",33.66626,31.95,"2015-02-01"
"Kerosene",453.4491,446.25,"2015-02-01"
"Hardback book",11.7437,10,"2015-02-01"
"Men's hair'",15.76843,12,"2015-02-01"
"Softback book",8.278286,7.99,"2015-02-01"
"Teen book",6.131747,6.99,"2015-03-01"
"Oil",9.833884,9.99,"2015-03-01"
"Razor blades",9.453643,8.49,"2015-03-01"
".",5.735625,5.3,"2015-03-01"
"Kerosene",436.0062,436.275,"2015-03-01"
"Women's hair'",33.4839,31.95,"2015-03-01"
"Men's hair'",15.64285,12,"2015-03-01"
"Hardback book",13.77652,14.99,"2015-03-01"
"Softback book",7.921476,8.99,"2015-03-01"
"Oil",9.993333,9.99,"2015-04-01"
"Softback book",7.705247,8.99,"2015-04-01"
"Kerosene",435.2769,419.48,"2015-04-01"
"Women's hair'",33.50781,31.475,"2015-04-01"
"Men's hair'",15.62045,12,"2015-04-01"
".",5.756211,5.4,"2015-04-01"
"Razor blades",9.480385,8.49,"2015-04-01"
"Hardback book",14.03833,13.99,"2015-04-01"
"Teen book",6.433894,6.99,"2015-04-01"
".",5.790062,5.4,"2015-05-01"
"Men's hair'",15.68023,12,"2015-05-01"
"Hardback book",13.51583,12.99,"2015-05-01"
"Oil",9.70288,9.8,"2015-05-01"
"Razor blades",9.561329,8.49,"2015-05-01"
"Kerosene",431.4293,432.39,"2015-05-01"
"Women's hair'",33.45163,31,"2015-05-01"
"Softback book",7.918544,8.99,"2015-05-01"
"Teen book",6.533495,7.99,"2015-05-01"
"Men's hair'",15.63124,12,"2015-06-01"
"Razor blades",9.425683,8.49,"2015-06-01"
"Oil",9.853307,9.545,"2015-06-01"
"Kerosene",417.7621,409.5,"2015-06-01"
"Teen book",6.472059,7.99,"2015-06-01"
"Women's hair'",33.44011,31,"2015-06-01"
".",5.796895,5.4,"2015-06-01"
"Softback book",7.621193,8.99,"2015-06-01"
"Hardback book",12.21964,12.99,"2015-06-01"
"Kerosene",406.2357,395.22,"2015-07-01"
"Razor blades",9.48813,8.49,"2015-07-01"
"Men's hair'",15.72534,12,"2015-07-01"
"Softback book",8.062638,8.99,"2015-07-01"
"Teen book",6.472427,7.99,"2015-07-01"
"Women's hair'",33.54323,31,"2015-07-01"
"Hardback book",14.1765,14,"2015-07-01"
"Oil",9.705433,9.65,"2015-07-01"
".",5.8275,5.425,"2015-07-01"
".",5.848447,5.5,"2015-08-01"
"Softback book",7.659764,8.99,"2015-08-01"
"Kerosene",361.4306,345.98,"2015-08-01"
"Razor blades",9.502766,8.49,"2015-08-01"
"Oil",9.90976,9.8,"2015-08-01"
"Hardback book",13.28555,12.99,"2015-08-01"
"Women's hair'",33.66338,31,"2015-08-01"
"Men's hair'",15.93055,12,"2015-08-01"
"Teen book",6.212383,6.99,"2015-08-01"
"Teen book",6.180664,6.99,"2015-09-01"
"Kerosene",366.164,356.48,"2015-09-01"
"Razor blades",9.474964,8.36,"2015-09-01"
"Men's hair'",15.76536,12,"2015-09-01"
"Women's hair'",33.66727,31,"2015-09-01"
"Oil",9.636017,8.995,"2015-09-01"
".",5.853416,5.5,"2015-09-01"
"Softback book",8.287303,8.99,"2015-09-01"
"Hardback book",13.83964,12.99,"2015-09-01"
"Hardback book",14.7388,16,"2015-10-01"
"Teen book",6.606715,7.99,"2015-10-01"
"Kerosene",369.0769,367.5,"2015-10-01"
"Oil",9.814219,9.895,"2015-10-01"
"Softback book",8.1693,8.99,"2015-10-01"
"Razor blades",9.500543,8.49,"2015-10-01"
"Women's hair'",33.68746,31,"2015-10-01"
".",5.879063,5.5,"2015-10-01"
"Men's hair'",15.75188,12,"2015-10-01"
"Men's hair'",15.83737,12,"2015-11-01"
".",5.886335,5.5,"2015-11-01"
"Kerosene",356.1831,346.5,"2015-11-01"
"Teen book",6.629141,7.99,"2015-11-01"
"Softback book",8.426284,8.99,"2015-11-01"
"Oil",10.01024,9.99,"2015-11-01"
"Hardback book",14.41994,15,"2015-11-01"
"Razor blades",9.550993,8.49,"2015-11-01"
"Women's hair'",33.64179,31,"2015-11-01"
"Kerosene",331.6873,330.23,"2015-12-01"
"Softback book",9.136147,8.99,"2015-12-01"
"Teen book",6.411583,7.99,"2015-12-01"
".",5.884783,5.55,"2015-12-01"
"Men's hair'",15.71728,12,"2015-12-01"
"Oil",10.04952,9.99,"2015-12-01"
"Women's hair'",33.81949,31.995,"2015-12-01"
"Hardback book",15.01406,14,"2015-12-01"
"Razor blades",9.417143,8.19,"2015-12-01"
"Kerosene",302.7628,304.5,"2016-01-01"
"Women's hair'",34.04019,32,"2016-01-01"
"Hardback book",14.55408,16,"2016-01-01"
"Teen book",6.413946,7.99,"2016-01-01"
"Softback book",8.131607,7.99,"2016-01-01"
"Oil",10.06434,9.99,"2016-01-01"
"Razor blades",9.477464,8.49,"2016-01-01"
"Men's hair'",15.7916,12,"2016-01-01"
".",5.885494,5.525,"2016-01-01"
"Oil",9.919834,9.8,"2016-02-01"
"Teen book",6.8,7.99,"2016-02-01"
".",5.896894,5.6,"2016-02-01"
"Razor blades",9.853846,9,"2016-02-01"
"Women's hair'",34.04543,31.25,"2016-02-01"
"Softback book",8.181459,7.99,"2016-02-01"
"Men's hair'",15.66114,12,"2016-02-01"
"Kerosene",292.5749,286.65,"2016-02-01"
"Hardback book",14.59155,16,"2016-02-01"
"Women's hair'",34.07903,31.75,"2016-03-01"
"Men's hair'",15.68898,11.75,"2016-03-01"
"Teen book",6.78505,7.99,"2016-03-01"
"Softback book",7.985448,7.99,"2016-03-01"
"Hardback book",11.04306,11.99,"2016-03-01"
"Oil",10.02768,9.99,"2016-03-01"
"Razor blades",9.740902,9,"2016-03-01"
".",5.91125,5.575,"2016-03-01"
"Kerosene",309.1283,305.5,"2016-03-01"
"Women's hair'",34.18008,32,"2016-04-01"
"Razor blades",10.06902,9.74,"2016-04-01"
"Kerosene",321.5287,317.63,"2016-04-01"
"Men's hair'",15.76237,12,"2016-04-01"
".",5.94537,5.6,"2016-04-01"
"Teen book",6.732885,7.99,"2016-04-01"
"Oil",10.20816,9.99,"2016-04-01"
"Hardback book",11.49662,12.245,"2016-04-01"
"Softback book",7.743529,7.99,"2016-04-01"
".",5.948125,5.6,"2016-05-01"
"Women's hair'",34.4446,32,"2016-05-01"
"Razor blades",10.0841,9.99,"2016-05-01"
"Hardback book",11.66553,10.99,"2016-05-01"
"Oil",9.972143,9.99,"2016-05-01"
"Men's hair'",15.76177,12,"2016-05-01"
"Kerosene",336.1883,331.8,"2016-05-01"
"Softback book",7.50224,7.99,"2016-05-01"
"Teen book",6.620443,7.99,"2016-05-01"
"Teen book",6.365531,7.99,"2016-06-01"
"Razor blades",10.06909,9.99,"2016-06-01"
"Oil",10.08487,9.99,"2016-06-01"
"Softback book",7.600068,7.99,"2016-06-01"
"Women's hair'",34.4807,32,"2016-06-01"
"Men's hair'",15.64181,12,"2016-06-01"
"Kerosene",361.4536,362.15,"2016-06-01"
"Hardback book",11.84404,10.99,"2016-06-01"
".",5.89557,5.6,"2016-06-01"
"Softback book",7.891898,8.99,"2016-07-01"
"Teen book",6.701293,7.99,"2016-07-01"
"Kerosene",362.423,353.275,"2016-07-01"
"Oil",9.880598,9.99,"2016-07-01"
"Women's hair'",34.66571,32.7,"2016-07-01"
".",5.903481,5.6,"2016-07-01"
"Men's hair'",15.93798,12,"2016-07-01"
"Razor blades",9.84806,9,"2016-07-01"
"Hardback book",13.94371,14.99,"2016-07-01"
"Teen book",6.841435,7.99,"2016-08-01"
".",5.912733,5.6,"2016-08-01"
"Men's hair'",15.79279,12,"2016-08-01"
"Women's hair'",34.46236,32.25,"2016-08-01"
"Kerosene",353.0544,346.4,"2016-08-01"
"Hardback book",14.10324,12.99,"2016-08-01"
"Softback book",7.756846,7.99,"2016-08-01"
"Razor blades",9.874853,8.995,"2016-08-01"
"Oil",10.26966,9.99,"2016-08-01"
".",5.927329,5.65,"2016-09-01"
"Women's hair'",34.65545,32.5,"2016-09-01"
"Oil",10.04664,9.99,"2016-09-01"
"Kerosene",373.459,366.45,"2016-09-01"
"Hardback book",13.06591,12.99,"2016-09-01"
"Teen book",6.694307,7.99,"2016-09-01"
"Men's hair'",15.93755,12,"2016-09-01"
"Razor blades",9.897142,8.99,"2016-09-01"
"Softback book",8.070135,7.99,"2016-09-01"
".",5.946856,5.65,"2016-10-01"
"Hardback book",13.88765,15,"2016-10-01"
"Softback book",8.282,8.99,"2016-10-01"
"Teen book",6.878958,7.99,"2016-10-01"
"Men's hair'",15.80965,12,"2016-10-01"
"Oil",10.29424,9.99,"2016-10-01"
"Women's hair'",34.65886,32.95,"2016-10-01"
"Kerosene",423.4706,418.01,"2016-10-01"
"Razor blades",9.98007,9,"2016-10-01"
"Razor blades",9.973649,8.995,"2016-11-01"
".",5.940064,5.6,"2016-11-01"
"Kerosene",410.5753,408.98,"2016-11-01"
"Women's hair'",35.13567,33.75,"2016-11-01"
"Oil",10.1496,9.99,"2016-11-01"
"Hardback book",13.45888,14,"2016-11-01"
"Softback book",8.656478,8.99,"2016-11-01"
"Men's hair'",15.85114,12,"2016-11-01"
"Teen book",7.079841,7.99,"2016-11-01"
"Teen book",7.104043,7.99,"2016-12-01"
"Men's hair'",15.92528,12,"2016-12-01"
"Razor blades",10.0266,8.99,"2016-12-01"
"Women's hair'",34.93291,32.925,"2016-12-01"
"Hardback book",13.83721,15,"2016-12-01"
"Oil",9.896833,9.82,"2016-12-01"
"Kerosene",444.4127,445.85,"2016-12-01"
"Softback book",8.660909,8.99,"2016-12-01"
".",5.935849,5.6,"2016-12-01"
"Women's hair'",35.09276,32.925,"2017-01-01"
"Teen book",6.992727,7.99,"2017-01-01"
"Razor blades",10.11813,8.99,"2017-01-01"
"Hardback book",11.84952,10,"2017-01-01"
".",5.943789,5.65,"2017-01-01"
"Kerosene",470.7372,463.26,"2017-01-01"
"Men's hair'",16.01202,12.25,"2017-01-01"
"Softback book",8.665644,8.99,"2017-01-01"
"Oil",9.954297,9.84,"2017-01-01"
"Men's hair'",15.95813,12,"2017-02-01"
".",5.966038,5.65,"2017-02-01"
"Razor blades",10.2194,9.99,"2017-02-01"
"Kerosene",466.4615,460.64,"2017-02-01"
"Teen book",6.998021,7.99,"2017-02-01"
"Softback book",8.554634,8.99,"2017-02-01"
"Hardback book",12.89372,10,"2017-02-01"
"Women's hair'",35.07775,32.95,"2017-02-01"
"Oil",11.12459,10,"2017-02-01"
".",6.005975,5.8,"2017-03-01"
"Kerosene",436.8777,438.535,"2017-03-01"
"Men's hair'",15.87944,12,"2017-03-01"
"Hardback book",13.44662,12.99,"2017-03-01"
"Women's hair'",34.97676,33,"2017-03-01"
"Teen book",7.146667,7.99,"2017-03-01"
"Softback book",7.975,8.99,"2017-03-01"
"Oil",11.14058,10,"2017-03-01"
"Razor blades",10.10532,9.99,"2017-03-01"
"Men's hair'",15.88891,12,"2017-04-01"
"Kerosene",440.1081,435.855,"2017-04-01"
".",6.002778,5.625,"2017-04-01"
"Softback book",8.483224,8.99,"2017-04-01"
"Razor blades",10.25534,9.99,"2017-04-01"
"Oil",11.10312,10,"2017-04-01"
"Teen book",7.027035,7.99,"2017-04-01"
"Hardback book",11.80272,12.99,"2017-04-01"
"Women's hair'",35.06152,33,"2017-04-01"
"Teen book",6.971293,7.99,"2017-05-01"
"Hardback book",12.11763,12.99,"2017-05-01"
".",6.015217,5.6,"2017-05-01"
"Softback book",8.289825,8.99,"2017-05-01"
"Kerosene",410.4443,410.025,"2017-05-01"
"Oil",11.0795,10,"2017-05-01"
"Men's hair'",16.01168,12,"2017-05-01"
"Women's hair'",35.00389,33,"2017-05-01"
"Razor blades",10.43843,9.995,"2017-05-01"
"Softback book",7.925155,7.99,"2017-06-01"
"Women's hair'",34.95096,32.5,"2017-06-01"
".",6.020497,5.6,"2017-06-01"
"Oil",11.03126,10,"2017-06-01"
"Hardback book",14.19606,12.99,"2017-06-01"
"Kerosene",399.5024,398.375,"2017-06-01"
"Men's hair'",15.87273,12,"2017-06-01"
"Teen book",6.897122,7.99,"2017-06-01"
"Razor blades",10.2742,9.99,"2017-06-01"
"Kerosene",399.3211,386.4,"2017-07-01"
"Softback book",8.509704,8.99,"2017-07-01"
"Razor blades",10.49626,10.29,"2017-07-01"
".",6.029814,5.65,"2017-07-01"
"Men's hair'",15.84218,12,"2017-07-01"
"Hardback book",13.88933,13.99,"2017-07-01"
"Teen book",6.935829,7.99,"2017-07-01"
"Oil",11.27715,10,"2017-07-01"
"Women's hair'",35.02667,33,"2017-07-01"
"Teen book",6.800909,7.99,"2017-08-01"
"Softback book",8.286845,8.99,"2017-08-01"
"Hardback book",14.59005,15.99,"2017-08-01"
"Razor blades",10.2981,10,"2017-08-01"
"Oil",11.42775,10.28,"2017-08-01"
"Kerosene",415.8916,406.35,"2017-08-01"
"Men's hair'",16.02083,12.5,"2017-08-01"
"Women's hair'",34.85853,32.7,"2017-08-01"
".",6.048428,5.8,"2017-08-01"
"Women's hair'",35.00969,32.925,"2017-09-01"
"Kerosene",431.0466,425.25,"2017-09-01"
"Hardback book",14.845,15,"2017-09-01"
"Men's hair'",16.00046,12,"2017-09-01"
".",6.06125,5.8,"2017-09-01"
"Softback book",8.606242,8.99,"2017-09-01"
"Oil",11.67138,11.27,"2017-09-01"
"Razor blades",10.39,10,"2017-09-01"
"Teen book",6.701759,7.99,"2017-09-01"
"Kerosene",434.6585,433.86,"2017-10-01"
"Hardback book",13.80471,13.99,"2017-10-01"
"Razor blades",10.7439,10.29,"2017-10-01"
"Oil",11.4143,10.99,"2017-10-01"
"Men's hair'",15.9215,12,"2017-10-01"
"Softback book",8.766121,8.99,"2017-10-01"
"Women's hair'",35.20703,32.925,"2017-10-01"
"Teen book",6.937688,7.99,"2017-10-01"
".",6.076729,5.8,"2017-10-01"
"Kerosene",473.0502,469.5,"2017-11-01"
".",6.087267,5.8,"2017-11-01"
"Teen book",7.049899,7.99,"2017-11-01"
"Softback book",9.715737,9.99,"2017-11-01"
"Oil",11.3825,10,"2017-11-01"
"Men's hair'",15.8434,12,"2017-11-01"
"Hardback book",14.2976,15,"2017-11-01"
"Razor blades",10.48438,10,"2017-11-01"
"Women's hair'",34.80293,32.5,"2017-11-01"
"Teen book",6.979378,7.99,"2017-12-01"
"Softback book",9.590921,9.99,"2017-12-01"
"Men's hair'",16.01447,12,"2017-12-01"
"Hardback book",14.03533,15,"2017-12-01"
"Women's hair'",35.12432,32.9,"2017-12-01"
"Oil",11.19619,10,"2017-12-01"
"Kerosene",526.6873,525,"2017-12-01"
".",6.093082,5.8,"2017-12-01"
"Razor blades",10.51905,10,"2017-12-01"
"Women's hair'",35.20889,32.9,"2018-01-01"
"Oil",11.43942,10.745,"2018-01-01"
".",6.26125,5.8,"2018-01-01"
"Teen book",6.996178,7.99,"2018-01-01"
"Men's hair'",16.21272,12,"2018-01-01"
"Kerosene",525.2178,521.8,"2018-01-01"
"Razor blades",10.55415,10,"2018-01-01"
"Softback book",10.16402,9.99,"2018-01-01"
"Hardback book",13.86188,13,"2018-01-01"
"Hardback book",15.00151,15.5,"2018-02-01"
"Teen book",7.001467,7.99,"2018-02-01"
"Women's hair'",35.50625,33,"2018-02-01"
".",6.303205,5.8,"2018-02-01"
"Oil",11.09727,10,"2018-02-01"
"Men's hair'",16.12036,12.9,"2018-02-01"
"Softback book",9.487913,9.99,"2018-02-01"
"Razor blades",10.22877,10,"2018-02-01"
"Kerosene",525.6595,514.5,"2018-02-01"
"Softback book",9.141902,9.99,"2018-03-01"
"Kerosene",558.1364,554.93,"2018-03-01"
"Men's hair'",16.43468,13,"2018-03-01"
"Oil",11.21823,10,"2018-03-01"
"Teen book",7.333892,7.99,"2018-03-01"
"Razor blades",10.42752,10,"2018-03-01"
"Hardback book",14.43629,15,"2018-03-01"
".",6.331447,5.8,"2018-03-01"
"Women's hair'",35.461,33,"2018-03-01"
"Razor blades",10.59292,10,"2018-04-01"
"Oil",11.40974,10,"2018-04-01"
"Women's hair'",35.61192,33,"2018-04-01"
"Teen book",7.292208,7.99,"2018-04-01"
"Softback book",9.006815,9.99,"2018-04-01"
"Men's hair'",16.45496,13,"2018-04-01"
"Hardback book",14.66268,16,"2018-04-01"
".",6.333437,5.85,"2018-04-01"
"Kerosene",557.3257,545.475,"2018-04-01"
".",6.413437,5.975,"2018-05-01"
"Women's hair'",35.72754,33,"2018-05-01"
"Hardback book",14.39279,15,"2018-05-01"
"Men's hair'",16.58529,13,"2018-05-01"
"Razor blades",10.30331,10,"2018-05-01"
"Kerosene",569.0863,561.75,"2018-05-01"
"Teen book",7.270123,7.99,"2018-05-01"
"Softback book",8.91923,9.99,"2018-05-01"
"Oil",11.28496,10,"2018-05-01"
"Women's hair'",35.74962,33.5,"2018-06-01"
"Hardback book",13.50586,12.99,"2018-06-01"
"Men's hair'",16.53295,13,"2018-06-01"
"Teen book",7.195092,7.99,"2018-06-01"
".",6.406013,5.975,"2018-06-01"
"Kerosene",553.5577,535.24,"2018-06-01"
"Razor blades",10.33845,10,"2018-06-01"
"Oil",11.63683,10.25,"2018-06-01"
"Softback book",8.774,9.99,"2018-06-01"
".",6.4059,6,"2018-07-01"
"Oil",11.39589,10,"2018-07-01"
"Softback book",8.749244,9.99,"2018-07-01"
"Teen book",7.237425,7.99,"2018-07-01"
"Kerosene",541.6782,524.48,"2018-07-01"
